"DTI_CL_INDICADOR","Indicador","DTI_CL_TRIMESTRE_MOVIL","Trimestre Móvil","DTI_CL_REGION","Región","DTI_CL_SEXO","Sexo","Value","Flag Codes","Flags"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL03","Región de Atacama","F","Mujeres",10.8136864593163,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL04","Región de Coquimbo","_T","Ambos sexos",9.97084344285102,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL04","Región de Coquimbo","M","Hombres",9.21021541376821,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL04","Región de Coquimbo","F","Mujeres",11.2392300138166,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL05","Región de Valparaíso","_T","Ambos sexos",11.0665791207305,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL05","Región de Valparaíso","M","Hombres",9.94002458205616,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL05","Región de Valparaíso","F","Mujeres",12.7347655159842,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",9.35203551608037,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL13","Región Metropolitana de Santiago","M","Hombres",8.59143194335072,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL13","Región Metropolitana de Santiago","F","Mujeres",10.4253746314478,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",6.01456676335866,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",4.61906639003939,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",8.50088743184491,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL07","Región del Maule","_T","Ambos sexos",7.79796009983875,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL07","Región del Maule","M","Hombres",5.56705499257741,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL07","Región del Maule","F","Mujeres",11.6146681611595,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL16","Región de Ñuble","_T","Ambos sexos",8.67899957129122,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL16","Región de Ñuble","M","Hombres",7.71517015950857,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL16","Región de Ñuble","F","Mujeres",10.3474538161035,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL08","Región del Biobío","_T","Ambos sexos",10.2151039505623,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL08","Región del Biobío","M","Hombres",8.23734789924802,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL08","Región del Biobío","F","Mujeres",13.4803618598873,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL09","Región de La Araucanía","_T","Ambos sexos",8.20697005680326,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL09","Región de La Araucanía","M","Hombres",6.31281131168463,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL09","Región de La Araucanía","F","Mujeres",11.3952958557208,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL14","Región de Los Ríos","_T","Ambos sexos",11.099055633418,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL14","Región de Los Ríos","M","Hombres",8.23427214947375,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL14","Región de Los Ríos","F","Mujeres",15.6575568990833,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL10","Región de Los Lagos","_T","Ambos sexos",6.97796022450582,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL10","Región de Los Lagos","M","Hombres",7.04616997256633,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL10","Región de Los Lagos","F","Mujeres",6.85891800344546,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",3.98596129220642,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",2.92821522176936,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",5.84852761188615,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",4.58964245218819,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",4.62438646795864,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V02","2010 ene-mar","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",4.51931166525042,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","_T","Total país","_T","Ambos sexos",8.6269424392637,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","_T","Total país","M","Hombres",7.37856452793481,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","_T","Total país","F","Mujeres",10.5636059531478,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",7.69070475618616,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL15","Región de Arica y Parinacota","M","Hombres",6.63780423960203,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL15","Región de Arica y Parinacota","F","Mujeres",9.10284333505756,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL01","Región de Tarapacá","_T","Ambos sexos",5.60414934419692,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL01","Región de Tarapacá","M","Hombres",4.23307221334303,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL01","Región de Tarapacá","F","Mujeres",7.69797729734688,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL02","Región de Antofagasta","_T","Ambos sexos",6.96430804873684,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL02","Región de Antofagasta","M","Hombres",4.38751034978615,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL02","Región de Antofagasta","F","Mujeres",11.6996187038115,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL03","Región de Atacama","_T","Ambos sexos",7.99015567537655,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL03","Región de Atacama","M","Hombres",7.2207247843826,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL03","Región de Atacama","F","Mujeres",9.49949802383906,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL04","Región de Coquimbo","_T","Ambos sexos",9.39324722254714,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL04","Región de Coquimbo","M","Hombres",8.16783117086406,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL04","Región de Coquimbo","F","Mujeres",11.4965747177588,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL05","Región de Valparaíso","_T","Ambos sexos",10.4475449811966,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL05","Región de Valparaíso","M","Hombres",8.90132642151946,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL05","Región de Valparaíso","F","Mujeres",12.753532852834,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",8.90303898568053,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL13","Región Metropolitana de Santiago","M","Hombres",7.91698391298283,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL13","Región Metropolitana de Santiago","F","Mujeres",10.2820889375976,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",5.34192560655875,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",4.14180999100049,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",7.44071112304392,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL07","Región del Maule","_T","Ambos sexos",7.31365576405233,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL07","Región del Maule","M","Hombres",5.64097490143364,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL07","Región del Maule","F","Mujeres",10.2800938738873,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL16","Región de Ñuble","_T","Ambos sexos",10.608621216554,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL16","Región de Ñuble","M","Hombres",10.9978619227467,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL16","Región de Ñuble","F","Mujeres",9.91387681776994,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL08","Región del Biobío","_T","Ambos sexos",10.6068059051411,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL08","Región del Biobío","M","Hombres",8.72112475044467,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL08","Región del Biobío","F","Mujeres",13.853727557809,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL09","Región de La Araucanía","_T","Ambos sexos",8.03103900541304,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL09","Región de La Araucanía","M","Hombres",6.2240674685759,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL09","Región de La Araucanía","F","Mujeres",10.9704480558347,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL14","Región de Los Ríos","_T","Ambos sexos",8.6855221845842,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL14","Región de Los Ríos","M","Hombres",5.45028226589096,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL14","Región de Los Ríos","F","Mujeres",13.8291647594833,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL10","Región de Los Lagos","_T","Ambos sexos",6.99162217598342,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL10","Región de Los Lagos","M","Hombres",7.27058649441073,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL10","Región de Los Lagos","F","Mujeres",6.50843028888253,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",3.50248434728927,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",2.81291756804818,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","F","Mujeres",4.74317156113183,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL12","Región de Magallanes y La Antártica Chilena","_T","Ambos sexos",5.4193583923143,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL12","Región de Magallanes y La Antártica Chilena","M","Hombres",5.53998338854841,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V03","2010 feb-abr","CHL12","Región de Magallanes y La Antártica Chilena","F","Mujeres",5.16690596726279,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","_T","Total país","_T","Ambos sexos",8.82588624843854,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","_T","Total país","M","Hombres",7.61813196456223,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","_T","Total país","F","Mujeres",10.7016588317785,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL15","Región de Arica y Parinacota","_T","Ambos sexos",7.26945043037592,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL15","Región de Arica y Parinacota","M","Hombres",6.6873146620034,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL15","Región de Arica y Parinacota","F","Mujeres",8.01427329291518,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL01","Región de Tarapacá","_T","Ambos sexos",5.90442597402104,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL01","Región de Tarapacá","M","Hombres",4.76420958557114,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL01","Región de Tarapacá","F","Mujeres",7.61577228150163,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL02","Región de Antofagasta","_T","Ambos sexos",7.68572545647541,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL02","Región de Antofagasta","M","Hombres",5.96613477917321,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL02","Región de Antofagasta","F","Mujeres",10.8068103843078,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL03","Región de Atacama","_T","Ambos sexos",8.9177345878281,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL03","Región de Atacama","M","Hombres",7.64368180408029,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL03","Región de Atacama","F","Mujeres",11.2490710719314,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL04","Región de Coquimbo","_T","Ambos sexos",9.17478701898526,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL04","Región de Coquimbo","M","Hombres",8.69870476474039,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL04","Región de Coquimbo","F","Mujeres",9.99083153881068,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL05","Región de Valparaíso","_T","Ambos sexos",10.8321567349734,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL05","Región de Valparaíso","M","Hombres",9.21855612802871,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL05","Región de Valparaíso","F","Mujeres",13.2826614691465,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL13","Región Metropolitana de Santiago","_T","Ambos sexos",8.82662521474547,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL13","Región Metropolitana de Santiago","M","Hombres",7.68941200193277,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL13","Región Metropolitana de Santiago","F","Mujeres",10.4223679037746,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL06","Región del Libertador Gral. Bernardo O'Higgins","_T","Ambos sexos",6.36561492952225,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL06","Región del Libertador Gral. Bernardo O'Higgins","M","Hombres",4.87881981755515,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL06","Región del Libertador Gral. Bernardo O'Higgins","F","Mujeres",9.04919229075874,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL07","Región del Maule","_T","Ambos sexos",7.72217249251339,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL07","Región del Maule","M","Hombres",6.21896915657258,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL07","Región del Maule","F","Mujeres",10.5171940663208,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL16","Región de Ñuble","_T","Ambos sexos",12.238024155036,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL16","Región de Ñuble","M","Hombres",12.507441931187,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL16","Región de Ñuble","F","Mujeres",11.7733411152091,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL08","Región del Biobío","_T","Ambos sexos",10.6207040647772,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL08","Región del Biobío","M","Hombres",8.92657096650014,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL08","Región del Biobío","F","Mujeres",13.4221604455684,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL09","Región de La Araucanía","_T","Ambos sexos",8.16505074398997,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL09","Región de La Araucanía","M","Hombres",6.44946508254052,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL09","Región de La Araucanía","F","Mujeres",11.0188547775066,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL14","Región de Los Ríos","_T","Ambos sexos",8.60914549374642,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL14","Región de Los Ríos","M","Hombres",6.01442995531036,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL14","Región de Los Ríos","F","Mujeres",12.814042073945,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL10","Región de Los Lagos","_T","Ambos sexos",7.47545299765199,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL10","Región de Los Lagos","M","Hombres",8.13985633670299,,
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL10","Región de Los Lagos","F","Mujeres",6.32025761814305,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","_T","Ambos sexos",5.35706442007676,"a","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 15%)"
"ENE_TD","Tasa de desocupación (proyecciones base 2002)","2010-V04","2010 mar-may","CHL11","Región de Aysén del Gral. Carlos Ibáñez del Campo","M","Hombres",3.26058209587591,"c","Esta estimación no tiene la precisión estadística recomendada (coeficiente de variación mayor a 20%)"
